"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 14, 2020","2.9609","2.8982","3.0171","2.7799","3.21M","1.88%"
"Jul 15, 2020","3.2160","2.9557","3.2160","2.8997","3.67M","8.62%"
"Jul 16, 2020","3.0991","3.2273","3.2389","3.0185","5.13M","-3.63%"
"Jul 17, 2020","3.1677","3.0991","3.1950","3.0267","2.53M","2.21%"
"Jul 18, 2020","3.0074","3.1667","3.1667","3.0074","2.01M","-5.06%"
"Jul 19, 2020","2.9828","3.0069","3.0492","2.8949","1.42M","-0.82%"
"Jul 20, 2020","2.7666","2.9828","2.9828","2.7666","1.39M","-7.25%"
"Jul 21, 2020","3.0233","2.7640","3.0423","2.7640","1.74M","9.28%"
"Jul 22, 2020","3.1075","3.0238","3.1075","2.9288","1.49M","2.79%"
"Jul 23, 2020","3.1886","3.1033","3.1986","3.0526","1.84M","2.61%"
"Jul 24, 2020","3.0305","3.1882","3.1882","3.0305","1.71M","-4.96%"
"Jul 25, 2020","3.0599","3.0305","3.0754","3.0305","1.43M","0.97%"
"Jul 26, 2020","2.9868","3.0582","3.0991","2.9775","1.71M","-2.39%"
"Jul 27, 2020","2.8200","2.9845","2.9845","2.7218","3.86M","-5.58%"
"Jul 28, 2020","2.8336","2.8244","2.8612","2.8043","1.53M","0.48%"
"Jul 29, 2020","2.7806","2.8321","2.9173","2.7789","1.14M","-1.87%"
"Jul 30, 2020","2.8071","2.7810","2.8350","2.7357","710.68K","0.95%"
"Jul 31, 2020","2.8401","2.8028","2.8622","2.7939","941.75K","1.18%"
"Aug 01, 2020","3.0389","2.8404","3.0389","2.8404","1.54M","7.00%"
"Aug 02, 2020","2.8938","3.0388","3.1011","2.8499","2.63M","-4.77%"
"Aug 03, 2020","3.0719","2.8915","3.0719","2.8915","1.57M","6.15%"
"Aug 04, 2020","3.2487","3.0719","3.2850","3.0719","3.10M","5.76%"
"Aug 05, 2020","3.1108","3.2444","3.2444","3.1108","1.47M","-4.24%"
"Aug 06, 2020","3.2262","3.1130","3.3243","3.1130","2.12M","3.71%"
"Aug 07, 2020","3.0784","3.2275","3.2698","3.0699","1.66M","-4.58%"
"Aug 08, 2020","3.3826","3.0774","3.3991","3.0774","1.96M","9.88%"
"Aug 09, 2020","3.6935","3.3838","3.6935","3.3625","3.61M","9.19%"
"Aug 10, 2020","4.2711","3.6904","4.2711","3.6051","5.96M","15.64%"
"Aug 11, 2020","4.0139","4.2610","4.2610","3.9872","6.99M","-6.02%"
"Aug 12, 2020","4.3669","4.0105","4.3700","3.7100","7.90M","8.79%"
"Aug 13, 2020","4.1287","4.3661","4.3661","4.0915","6.34M","-5.45%"
"Aug 14, 2020","4.1099","4.1304","4.1598","4.0390","3.72M","-0.46%"
"Aug 15, 2020","4.0662","4.1080","4.2175","3.9876","4.33M","-1.06%"
"Aug 16, 2020","4.2373","4.0619","4.3015","4.0619","3.43M","4.21%"
"Aug 17, 2020","4.0361","4.2070","4.2329","4.0361","2.85M","-4.75%"
"Aug 18, 2020","3.8326","4.0330","4.0696","3.8326","3.28M","-5.04%"
"Aug 19, 2020","3.6272","3.8352","3.9054","3.6248","4.77M","-5.36%"
"Aug 20, 2020","3.8545","3.6333","3.8933","3.5129","3.49M","6.27%"
"Aug 21, 2020","3.3804","3.8558","3.8558","3.3804","4.16M","-12.30%"
"Aug 22, 2020","3.5839","3.3813","3.5839","3.3729","3.10M","6.02%"
"Aug 23, 2020","3.5157","3.5720","3.5990","3.3628","2.86M","-1.90%"
"Aug 24, 2020","3.6809","3.5182","3.7925","3.5004","3.45M","4.70%"
"Aug 25, 2020","3.4354","3.6805","3.6805","3.3587","3.26M","-6.67%"
"Aug 26, 2020","3.3646","3.4344","3.4709","3.3549","2.63M","-2.06%"
"Aug 27, 2020","3.2255","3.3660","3.3970","3.1475","3.47M","-4.13%"
"Aug 28, 2020","3.2638","3.2345","3.2990","3.2109","2.75M","1.19%"
"Aug 29, 2020","3.3529","3.2596","3.4049","3.2235","2.25M","2.73%"
"Aug 30, 2020","3.3870","3.3482","3.4004","3.3482","1.96M","1.02%"
"Aug 31, 2020","3.2438","3.3857","3.4380","3.2438","1.90M","-4.23%"
"Sep 01, 2020","3.4432","3.2421","3.4820","3.2302","3.18M","6.15%"
"Sep 02, 2020","3.1427","3.4415","3.4415","3.0616","3.59M","-8.73%"
"Sep 03, 2020","2.5544","3.1403","3.1403","2.4987","4.95M","-18.72%"
"Sep 04, 2020","2.7418","2.5633","2.7510","2.5633","4.34M","7.34%"
"Sep 05, 2020","2.4805","2.7422","2.8138","2.3935","5.03M","-9.53%"
"Sep 06, 2020","2.5503","2.4771","2.5775","2.3872","2.77M","2.81%"
"Sep 07, 2020","2.5574","2.5512","2.5624","2.3716","2.31M","0.28%"
"Sep 08, 2020","2.5030","2.5685","2.5685","2.4340","2.91M","-2.13%"
"Sep 09, 2020","2.5287","2.5103","2.5937","2.4440","2.25M","1.03%"
"Sep 10, 2020","2.5759","2.5355","2.6231","2.5355","2.95M","1.87%"
"Sep 11, 2020","2.5724","2.5860","2.5860","2.4975","2.15M","-0.14%"
"Sep 12, 2020","2.6023","2.5627","2.6047","2.5177","1.78M","1.16%"
"Sep 13, 2020","2.6232","2.5991","2.7136","2.5725","2.76M","0.80%"
"Sep 14, 2020","2.6137","2.6201","2.6621","2.5628","2.56M","-0.36%"
"Sep 15, 2020","2.5023","2.6145","2.6381","2.5023","2.57M","-4.26%"
"Sep 16, 2020","2.4700","2.5094","2.5296","2.4462","1.81M","-1.29%"
"Sep 17, 2020","2.4725","2.4710","2.5227","2.4504","1.35M","0.10%"
"Sep 18, 2020","2.3876","2.4720","2.5090","2.3448","1.48M","-3.43%"
"Sep 19, 2020","2.3194","2.3903","2.3903","2.2846","1.66M","-2.86%"
"Sep 20, 2020","2.2172","2.3203","2.3618","2.2125","2.00M","-4.41%"
"Sep 21, 2020","1.9745","2.2172","2.2400","1.9700","3.05M","-10.95%"
"Sep 22, 2020","2.1081","1.9797","2.1606","1.9797","2.23M","6.77%"
"Sep 23, 2020","1.9536","2.1087","2.1447","1.9536","2.27M","-7.33%"
"Sep 24, 2020","2.1545","1.9567","2.1709","1.9567","1.75M","10.28%"
"Sep 25, 2020","2.2096","2.1571","2.2175","2.1374","1.47M","2.56%"
"Sep 26, 2020","2.1695","2.2113","2.2113","2.1668","1.24M","-1.81%"
"Sep 27, 2020","2.1746","2.1689","2.1972","2.1289","1.25M","0.24%"
"Sep 28, 2020","2.2455","2.1775","2.3112","2.1775","1.48M","3.26%"
"Sep 29, 2020","2.2297","2.2391","2.2687","2.1532","1.23M","-0.70%"
"Sep 30, 2020","2.1995","2.2326","2.2326","2.1619","1.05M","-1.35%"
"Oct 01, 2020","2.1930","2.1988","2.2820","2.1596","1.35M","-0.30%"
"Oct 02, 2020","2.0861","2.1846","2.1912","2.0648","1.56M","-4.87%"
"Oct 03, 2020","2.1134","2.0865","2.1340","2.0795","728.75K","1.31%"
"Oct 04, 2020","2.1123","2.1154","2.1345","2.1024","885.58K","-0.05%"
"Oct 05, 2020","2.1416","2.1104","2.1440","2.0852","679.99K","1.39%"
"Oct 06, 2020","2.0615","2.1463","2.1809","2.0605","1.72M","-3.74%"
"Oct 07, 2020","2.0692","2.0581","2.1186","2.0544","1.46M","0.37%"
"Oct 08, 2020","2.1103","2.0695","2.1192","2.0326","1.19M","1.99%"
"Oct 09, 2020","2.1965","2.1090","2.2221","2.0912","1.61M","4.08%"
"Oct 10, 2020","2.2079","2.1991","2.2724","2.1991","1.45M","0.52%"
"Oct 11, 2020","2.2508","2.2056","2.3055","2.2056","1.08M","1.94%"
"Oct 12, 2020","2.3435","2.2523","2.3762","2.2523","1.77M","4.12%"
"Oct 13, 2020","2.3997","2.3432","2.4070","2.3432","1.77M","2.40%"
"Oct 14, 2020","2.2733","2.4005","2.4070","2.2657","1.78M","-5.27%"
"Oct 15, 2020","2.2391","2.2674","2.2953","2.2291","1.31M","-1.50%"
"Oct 16, 2020","2.1664","2.2385","2.2651","2.1664","1.44M","-3.25%"
"Oct 17, 2020","2.1865","2.1656","2.2003","2.1607","627.57K","0.93%"
"Oct 18, 2020","2.2251","2.1865","2.2327","2.1865","470.71K","1.77%"
"Oct 19, 2020","2.1884","2.2261","2.2286","2.1793","1.07M","-1.65%"
"Oct 20, 2020","2.0529","2.1869","2.1869","2.0424","1.61M","-6.19%"
"Oct 21, 2020","2.1266","2.0545","2.1564","2.0545","1.53M","3.59%"
"Oct 22, 2020","2.1912","2.1228","2.2350","2.1228","1.63M","3.04%"
"Oct 23, 2020","2.2186","2.1925","2.2475","2.1823","1.57M","1.25%"
"Oct 24, 2020","2.2193","2.2182","2.2290","2.2027","941.25K","0.03%"
"Oct 25, 2020","2.1654","2.2187","2.2434","2.1654","1.12M","-2.43%"
"Oct 26, 2020","2.0910","2.1652","2.1666","2.0843","1.39M","-3.44%"
"Oct 27, 2020","2.0831","2.0895","2.1191","2.0757","1.04M","-0.38%"
"Oct 28, 2020","2.0003","2.0830","2.1040","1.9586","1.36M","-3.97%"
"Oct 29, 2020","1.9336","2.0003","2.0095","1.9307","990.08K","-3.33%"
"Oct 30, 2020","1.9035","1.9324","1.9324","1.8166","1.54M","-1.56%"
"Oct 31, 2020","1.9759","1.9035","2.0092","1.9035","989.16K","3.80%"
"Nov 01, 2020","1.9953","1.9732","1.9953","1.9415","822.92K","0.98%"
"Nov 02, 2020","1.8959","1.9956","2.0283","1.8959","1.21M","-4.98%"
"Nov 03, 2020","1.8689","1.8914","1.8922","1.8448","1.39M","-1.42%"
"Nov 04, 2020","1.8753","1.8707","1.8940","1.7899","1.48M","0.34%"
"Nov 05, 2020","1.8825","1.8753","1.9457","1.8216","1.59M","0.38%"
"Nov 06, 2020","2.0897","1.8874","2.0909","1.8837","3.17M","11.01%"
"Nov 07, 2020","2.0184","2.0900","2.1566","2.0184","3.26M","-3.41%"
"Nov 08, 2020","2.0891","2.0174","2.1246","2.0174","1.38M","3.50%"
"Nov 09, 2020","2.1158","2.0867","2.1274","2.0728","1.50M","1.28%"
"Nov 10, 2020","2.1525","2.1262","2.1642","2.1262","1.73M","1.73%"
"Nov 11, 2020","2.1243","2.1495","2.1778","2.1243","1.54M","-1.31%"
"Nov 12, 2020","2.0714","2.1223","2.1399","2.0576","1.76M","-2.49%"
"Nov 13, 2020","2.1512","2.0729","2.1512","2.0729","1.85M","3.85%"
"Nov 14, 2020","2.0997","2.1527","2.1527","2.0683","1.52M","-2.39%"
"Nov 15, 2020","2.0143","2.0997","2.0997","2.0143","1.61M","-4.07%"
"Nov 16, 2020","2.0816","2.0167","2.0895","2.0140","1.94M","3.34%"
"Nov 17, 2020","2.1455","2.0810","2.1460","2.0810","2.35M","3.07%"
"Nov 18, 2020","2.0852","2.1455","2.1613","2.0308","2.90M","-2.81%"
"Nov 19, 2020","2.0774","2.0899","2.1312","2.0333","1.86M","-0.37%"
"Nov 20, 2020","2.1062","2.0774","2.1155","2.0774","2.57M","1.39%"
"Nov 21, 2020","2.3943","2.1058","2.3943","2.1058","5.12M","13.68%"
"Nov 22, 2020","2.2791","2.4020","2.4020","2.2200","3.51M","-4.81%"
"Nov 23, 2020","2.6234","2.2797","2.6234","2.2797","4.55M","15.11%"
"Nov 24, 2020","2.6711","2.6229","2.7051","2.5483","6.47M","1.82%"
"Nov 25, 2020","2.6014","2.6694","2.8743","2.5793","5.77M","-2.61%"
"Nov 26, 2020","2.2463","2.5971","2.5971","2.1964","9.31M","-13.65%"
"Nov 27, 2020","2.2504","2.2423","2.2997","2.2024","3.57M","0.18%"
"Nov 28, 2020","2.3210","2.2518","2.3893","2.2196","2.59M","3.14%"
"Nov 29, 2020","2.3592","2.3191","2.4301","2.2896","1.72M","1.65%"
"Nov 30, 2020","2.4920","2.3668","2.5166","2.3668","2.87M","5.63%"
"Dec 01, 2020","2.3234","2.4930","2.5126","2.3204","3.61M","-6.77%"
"Dec 02, 2020","2.3909","2.3215","2.4046","2.3210","1.89M","2.91%"
"Dec 03, 2020","2.4052","2.3873","2.4311","2.3873","1.84M","0.60%"
"Dec 04, 2020","2.2771","2.4046","2.4046","2.2771","2.25M","-5.33%"
"Dec 05, 2020","2.3235","2.2751","2.3235","2.2620","779.62K","2.04%"
"Dec 06, 2020","2.3242","2.3235","2.3269","2.2929","1.18M","0.03%"
"Dec 07, 2020","2.2759","2.3243","2.3243","2.2399","1.03M","-2.08%"
"Dec 08, 2020","2.1537","2.2760","2.3295","2.1537","1.88M","-5.37%"
"Dec 09, 2020","2.1748","2.1537","2.1748","2.0500","1.71M","0.98%"
"Dec 10, 2020","2.1050","2.1765","2.1786","2.0969","904.58K","-3.21%"
"Dec 11, 2020","2.0764","2.1073","2.1073","2.0626","1.15M","-1.36%"
"Dec 12, 2020","2.1349","2.0773","2.1572","2.0773","825.00K","2.82%"
"Dec 13, 2020","2.2321","2.1341","2.2375","2.1341","1.39M","4.55%"
"Dec 14, 2020","2.2250","2.2321","2.2550","2.1994","842.59K","-0.32%"
"Dec 15, 2020","2.2308","2.2267","2.2419","2.2051","736.41K","0.26%"
"Dec 16, 2020","2.3717","2.2307","2.3717","2.2087","1.57M","6.32%"
"Dec 17, 2020","2.2973","2.3703","2.4036","2.2973","2.92M","-3.14%"
"Dec 18, 2020","2.3263","2.2964","2.3350","2.2908","1.13M","1.26%"
"Dec 19, 2020","2.3240","2.3254","2.3860","2.3137","1.09M","-0.10%"
"Dec 20, 2020","2.2698","2.3235","2.3310","2.2698","1.09M","-2.33%"
"Dec 21, 2020","2.1797","2.2671","2.2963","2.1638","1.86M","-3.97%"
"Dec 22, 2020","2.1863","2.1766","2.1863","2.1223","1.54M","0.30%"
"Dec 23, 2020","1.8207","2.1824","2.1824","1.7294","2.81M","-16.72%"
"Dec 24, 2020","2.0625","1.8185","2.0625","1.8185","1.62M","13.28%"
"Dec 25, 2020","2.0283","2.0599","2.1000","2.0121","1.44M","-1.66%"
"Dec 26, 2020","1.9795","2.0280","2.0280","1.9452","773.49K","-2.41%"
"Dec 27, 2020","2.0036","1.9830","2.0773","1.9374","1.77M","1.22%"
"Dec 28, 2020","2.1218","2.0090","2.1303","2.0090","1.85M","5.90%"
"Dec 29, 2020","2.0406","2.1214","2.1214","2.0037","2.22M","-3.83%"
"Dec 30, 2020","1.9887","2.0406","2.0571","1.9679","1.12M","-2.54%"
"Dec 31, 2020","2.0105","1.9887","2.0141","1.9628","901.75K","1.10%"
"Jan 01, 2021","2.0064","2.0112","2.1066","1.9843","1.62M","-0.20%"
"Jan 02, 2021","1.9987","2.0073","2.0346","1.9757","1.83M","-0.38%"
"Jan 03, 2021","2.1354","1.9991","2.1397","1.9881","2.45M","6.84%"
"Jan 04, 2021","2.3317","2.1459","2.3317","2.1388","4.76M","9.19%"
"Jan 05, 2021","2.3745","2.3353","2.3878","2.2073","3.48M","1.84%"
"Jan 06, 2021","2.6388","2.3793","2.6474","2.3368","3.86M","11.13%"
"Jan 07, 2021","2.5313","2.6531","2.7389","2.4293","4.29M","-4.07%"
"Jan 08, 2021","2.4575","2.5344","2.5344","2.2713","4.43M","-2.92%"
"Jan 09, 2021","2.6359","2.4555","2.6759","2.4347","2.57M","7.26%"
"Jan 10, 2021","2.7629","2.6370","2.9090","2.5504","5.55M","4.82%"
"Jan 11, 2021","2.3237","2.7593","2.7593","2.2315","7.65M","-15.90%"
"Jan 12, 2021","2.2927","2.3294","2.3997","2.2927","4.07M","-1.33%"
"Jan 13, 2021","2.5020","2.2966","2.5020","2.2596","3.30M","9.13%"
"Jan 14, 2021","2.5585","2.5012","2.5622","2.4363","2.89M","2.26%"
"Jan 15, 2021","2.7146","2.5536","2.7305","2.5536","7.04M","6.10%"
"Jan 16, 2021","2.8523","2.7068","3.1302","2.7068","7.57M","5.07%"
"Jan 17, 2021","2.9740","2.8426","3.0745","2.7674","4.92M","4.27%"
"Jan 18, 2021","3.0329","2.9793","3.0329","2.8654","3.18M","1.98%"
"Jan 19, 2021","2.8744","3.0338","3.1285","2.8744","3.73M","-5.23%"
"Jan 20, 2021","2.9093","2.8705","2.9181","2.7379","3.46M","1.21%"
"Jan 21, 2021","2.4624","2.9106","2.9106","2.4624","3.34M","-15.36%"
"Jan 22, 2021","2.9146","2.4594","3.0958","2.4088","9.29M","18.36%"
"Jan 23, 2021","3.1642","2.9087","3.2552","2.9087","10.53M","8.56%"
"Jan 24, 2021","3.0461","3.1567","3.1942","3.0461","5.34M","-3.73%"
"Jan 25, 2021","2.9166","3.0450","3.1224","2.9166","3.82M","-4.25%"
"Jan 26, 2021","2.9141","2.9126","2.9402","2.8122","2.66M","-0.09%"
"Jan 27, 2021","2.7994","2.9086","2.9086","2.6662","3.54M","-3.94%"
"Jan 28, 2021","2.9978","2.7933","3.0269","2.7933","4.44M","7.09%"
"Jan 29, 2021","2.9107","3.0066","3.0066","2.9086","3.96M","-2.91%"
"Jan 30, 2021","2.8975","2.9106","2.9762","2.8590","2.45M","-0.45%"
"Jan 31, 2021","2.8450","2.8962","2.9400","2.7990","2.19M","-1.81%"
"Feb 01, 2021","2.9218","2.8478","2.9218","2.8166","2.00M","2.70%"
"Feb 02, 2021","2.9086","2.9216","2.9402","2.8709","1.63M","-0.45%"
"Feb 03, 2021","3.0479","2.9085","3.1541","2.9085","3.66M","4.79%"
"Feb 04, 2021","2.9633","3.0529","3.0529","2.9511","4.45M","-2.78%"
"Feb 05, 2021","3.4685","2.9668","3.4685","2.9668","6.42M","17.05%"
"Feb 06, 2021","3.1717","3.4807","3.4807","3.1717","4.49M","-8.56%"
"Feb 07, 2021","3.3094","3.1682","3.4034","3.1279","5.92M","4.34%"
"Feb 08, 2021","3.4101","3.3083","3.4101","3.2712","3.70M","3.04%"
"Feb 09, 2021","3.7642","3.4139","3.7642","3.2120","7.02M","10.38%"
"Feb 10, 2021","3.8426","3.7764","3.8471","3.5797","7.27M","2.08%"
"Feb 11, 2021","4.1149","3.8493","4.2314","3.8493","6.18M","7.09%"
"Feb 12, 2021","5.0052","4.1159","5.1776","4.1046","8.59M","21.64%"
"Feb 13, 2021","5.3620","5.0302","5.3620","4.8221","7.78M","7.13%"
"Feb 14, 2021","4.8589","5.3909","5.4393","4.8589","5.83M","-9.38%"
"Feb 15, 2021","4.5411","4.8640","4.8928","4.1144","9.30M","-6.54%"
"Feb 16, 2021","4.5441","4.5492","4.7985","4.4480","4.38M","0.07%"
"Feb 17, 2021","4.6005","4.5549","4.7300","4.3406","2.75M","1.24%"
"Feb 18, 2021","4.8442","4.6214","4.9263","4.6214","3.19M","5.30%"
"Feb 19, 2021","4.9674","4.8600","4.9981","4.6785","3.51M","2.54%"
"Feb 20, 2021","4.6361","4.9767","5.0327","4.6361","5.86M","-6.67%"
"Feb 21, 2021","4.6719","4.6385","4.7429","4.5759","2.83M","0.77%"
"Feb 22, 2021","4.2712","4.6800","4.6800","4.0325","7.61M","-8.58%"
"Feb 23, 2021","3.5466","4.2723","4.2723","3.3332","12.88M","-16.96%"
"Feb 24, 2021","3.5348","3.5560","3.8655","3.4940","5.38M","-0.33%"
"Feb 25, 2021","3.3369","3.5339","3.7761","3.3369","4.80M","-5.60%"
"Feb 26, 2021","3.4605","3.3367","3.7605","3.3111","5.69M","3.70%"
"Feb 27, 2021","3.6374","3.4656","3.7497","3.4656","3.20M","5.11%"
"Feb 28, 2021","3.4087","3.6294","3.6294","3.2520","3.06M","-6.29%"
"Mar 01, 2021","3.6332","3.4206","3.6471","3.4206","2.15M","6.59%"
"Mar 02, 2021","3.6848","3.6359","3.7915","3.5474","2.58M","1.42%"
"Mar 03, 2021","3.8523","3.6843","3.9835","3.6843","2.98M","4.55%"
"Mar 04, 2021","3.6625","3.8400","3.8400","3.6446","2.33M","-4.93%"
"Mar 05, 2021","3.7613","3.6638","3.8049","3.5242","3.28M","2.70%"
"Mar 06, 2021","3.8745","3.7571","3.9348","3.7571","2.76M","3.01%"
"Mar 07, 2021","4.1938","3.8757","4.1938","3.8407","2.46M","8.24%"
"Mar 08, 2021","4.4000","4.2029","4.4062","4.0737","3.13M","4.92%"
"Mar 09, 2021","4.4686","4.4032","4.5472","4.4032","2.32M","1.56%"
"Mar 10, 2021","4.1421","4.4636","4.4636","4.1421","2.20M","-7.31%"
"Mar 11, 2021","4.1208","4.1650","4.1650","3.9922","1.48M","-0.51%"
"Mar 12, 2021","3.9684","4.1324","4.1324","3.8785","1.90M","-3.70%"
"Mar 13, 2021","4.1685","3.9687","4.2158","3.8931","1.89M","5.04%"
"Mar 14, 2021","3.9457","4.1713","4.1713","3.9457","1.27M","-5.34%"
"Mar 15, 2021","3.8305","3.9494","3.9948","3.8305","1.97M","-2.92%"
"Mar 16, 2021","4.0383","3.8372","4.0383","3.7751","2.01M","5.42%"
"Mar 17, 2021","4.3993","4.0422","4.3993","3.8903","4.18M","8.94%"
"Mar 18, 2021","4.2585","4.4219","4.4400","4.2523","4.17M","-3.20%"
"Mar 19, 2021","4.2267","4.2602","4.3425","4.2267","1.89M","-0.75%"
"Mar 20, 2021","4.3415","4.2210","4.4641","4.2210","2.64M","2.72%"
"Mar 21, 2021","4.1724","4.3633","4.3633","4.0911","1.72M","-3.89%"
"Mar 22, 2021","4.0644","4.1690","4.2815","4.0644","2.74M","-2.59%"
"Mar 23, 2021","4.1356","4.0545","4.1374","4.0117","1.87M","1.75%"
"Mar 24, 2021","3.9894","4.1263","4.4190","3.9894","3.69M","-3.54%"
"Mar 25, 2021","3.9173","3.9844","4.0450","3.8427","2.84M","-1.81%"
"Mar 26, 2021","4.1899","3.9194","4.1899","3.9194","1.76M","6.96%"
"Mar 27, 2021","4.1069","4.1899","4.1899","4.0964","1.11M","-1.98%"
"Mar 28, 2021","4.2285","4.1153","4.2697","4.1153","1.49M","2.96%"
"Mar 29, 2021","4.5945","4.2230","4.5945","4.1891","2.51M","8.66%"
"Mar 30, 2021","4.5570","4.6102","4.7701","4.5570","1.94M","-0.82%"
"Mar 31, 2021","4.8290","4.5585","4.8290","4.4001","2.51M","5.97%"
"Apr 01, 2021","5.1164","4.8486","5.1259","4.8211","3.74M","5.95%"
"Apr 02, 2021","5.2929","5.1396","5.2997","5.0499","2.02M","3.45%"
"Apr 03, 2021","4.7675","5.3031","5.3985","4.7675","1.90M","-9.93%"
"Apr 04, 2021","5.1230","4.7586","5.1438","4.7586","1.21M","7.46%"
"Apr 05, 2021","6.0941","5.1316","6.0941","5.0556","6.48M","18.96%"
"Apr 06, 2021","6.1590","6.1057","6.3770","6.0566","6.78M","1.06%"
"Apr 07, 2021","5.5149","6.1657","6.2397","5.5149","5.73M","-10.46%"
"Apr 08, 2021","6.1623","5.5265","6.1623","5.5265","2.71M","11.74%"
"Apr 09, 2021","6.8293","6.1679","6.8293","6.0380","4.04M","10.82%"
"Apr 10, 2021","6.5638","6.8130","6.8130","6.4168","4.75M","-3.89%"
"Apr 11, 2021","6.4491","6.5652","6.6016","6.4039","1.97M","-1.75%"
"Apr 12, 2021","6.2835","6.4547","6.4547","6.2099","2.00M","-2.57%"
"Apr 13, 2021","6.5411","6.2963","6.6167","6.1921","2.12M","4.10%"
"Apr 14, 2021","6.5707","6.5836","6.8081","6.2972","3.55M","0.45%"
"Apr 15, 2021","6.7920","6.5702","6.8038","6.4356","2.71M","3.37%"
"Apr 16, 2021","7.1990","6.8040","7.2690","6.8040","5.85M","5.99%"
"Apr 17, 2021","7.0585","7.2259","7.4886","7.0585","3.52M","-1.95%"
"Apr 18, 2021","6.1649","7.0765","7.0765","5.7616","8.45M","-12.66%"
"Apr 19, 2021","5.4504","6.1801","6.3275","5.4504","4.15M","-11.59%"
"Apr 20, 2021","5.7054","5.4689","5.7054","5.1771","5.55M","4.68%"
"Apr 21, 2021","5.3319","5.7094","5.7448","5.3319","3.34M","-6.55%"
"Apr 22, 2021","4.9449","5.3308","5.6813","4.9449","3.84M","-7.26%"
"Apr 23, 2021","4.8099","4.9153","4.9153","4.2327","6.16M","-2.73%"
"Apr 24, 2021","4.4480","4.8189","4.8189","4.4480","2.63M","-7.52%"
"Apr 25, 2021","4.4487","4.4478","4.7615","4.3625","1.77M","0.02%"
"Apr 26, 2021","5.2261","4.4542","5.2261","4.4542","3.08M","17.47%"
"Apr 27, 2021","5.4339","5.2226","5.4339","5.2226","1.98M","3.98%"
"Apr 28, 2021","5.2509","5.4362","5.4954","5.2241","2.01M","-3.37%"
"Apr 29, 2021","5.2404","5.2542","5.3977","5.1323","1.39M","-0.20%"
"Apr 30, 2021","5.6138","5.2342","5.6175","5.2342","2.37M","7.13%"
"May 01, 2021","5.8151","5.6138","5.8151","5.5572","1.97M","3.59%"
"May 02, 2021","5.6017","5.8212","5.8212","5.5614","1.90M","-3.67%"
"May 03, 2021","6.0040","5.6077","6.0586","5.6077","2.71M","7.18%"
"May 04, 2021","5.5159","6.0084","6.0495","5.5159","4.84M","-8.13%"
"May 05, 2021","6.6050","5.5765","6.6665","5.5765","5.99M","19.74%"
"May 06, 2021","7.5647","6.6058","7.7121","6.6058","9.25M","14.53%"
"May 07, 2021","7.0971","7.5741","7.8468","6.9774","7.35M","-6.18%"
"May 08, 2021","6.9755","7.0728","7.2301","6.8640","3.06M","-1.71%"
"May 09, 2021","7.0919","6.9784","7.0919","6.6794","2.41M","1.67%"
"May 10, 2021","6.1785","7.1075","7.1100","6.1785","3.48M","-12.88%"
"May 11, 2021","7.1231","6.1989","7.1231","6.1066","4.58M","15.29%"
"May 12, 2021","5.9394","7.1565","7.1565","5.9394","5.13M","-16.62%"
"May 13, 2021","6.1249","5.8922","6.3474","5.8922","6.89M","3.12%"
"May 14, 2021","6.4724","6.1084","6.4724","6.0888","2.90M","5.67%"
"May 15, 2021","5.7778","6.4616","6.4616","5.7778","3.27M","-10.73%"
"May 16, 2021","5.6724","5.7986","6.1562","5.6519","3.74M","-1.82%"
"May 17, 2021","5.1699","5.6656","5.6656","5.1186","4.36M","-8.86%"
"May 18, 2021","5.7381","5.1827","5.8123","5.1827","4.72M","10.99%"
"May 19, 2021","3.6034","5.7481","5.7686","3.5503","14.68M","-37.20%"
"May 20, 2021","4.1824","3.6530","4.4034","3.4231","7.32M","16.07%"
"May 21, 2021","3.6748","4.1751","4.2069","3.5106","6.30M","-12.14%"
"May 22, 2021","3.4320","3.6650","3.6650","3.3584","3.74M","-6.61%"
"May 23, 2021","2.9127","3.4363","3.5067","2.5760","4.84M","-15.13%"
"May 24, 2021","3.5335","2.9079","3.5335","2.9079","3.23M","21.31%"
"May 25, 2021","3.6550","3.5361","3.6550","3.4529","3.29M","3.44%"
"May 26, 2021","3.9235","3.6646","3.9235","3.6052","3.34M","7.35%"
"May 27, 2021","3.8545","3.9242","4.0157","3.6821","3.21M","-1.76%"
"May 28, 2021","3.3889","3.8703","3.8703","3.3263","3.09M","-12.08%"
"May 29, 2021","3.2024","3.3872","3.5192","3.1178","2.84M","-5.50%"
"May 30, 2021","3.2872","3.2074","3.4164","3.0475","2.39M","2.65%"
"May 31, 2021","3.6063","3.2612","3.6063","3.1966","2.03M","9.71%"
"Jun 01, 2021","3.6704","3.5817","3.6710","3.5127","2.45M","1.78%"
"Jun 02, 2021","3.8130","3.6774","3.8433","3.6681","2.06M","3.89%"
"Jun 03, 2021","3.8767","3.8055","3.9420","3.7871","1.80M","1.67%"
"Jun 04, 2021","3.5535","3.8805","3.8805","3.5026","2.26M","-8.34%"
"Jun 05, 2021","3.4286","3.5543","3.6595","3.3301","1.69M","-3.51%"
"Jun 06, 2021","3.8369","3.4262","3.8369","3.4262","2.39M","11.91%"
"Jun 07, 2021","3.4868","3.8337","4.1161","3.4868","5.01M","-9.12%"
"Jun 08, 2021","3.4462","3.4841","3.4841","3.1869","3.68M","-1.16%"
